window_start	window_end	n_CpGs	mean_meth_haplotype1	mean_meth_haplotype2	parental_label_haplotype1	parental_label_haplotype2	n_reads_haplotype1	n_reads_haplotype2
17600000	17601000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17601000	17602000	17	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17602000	17603000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17603000	17604000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17604000	17605000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17605000	17606000	12	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17606000	17607000	18	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17607000	17608000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17608000	17609000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17609000	17610000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17610000	17611000	15	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17611000	17612000	17	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17612000	17613000	17	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17613000	17614000	1	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17614000	17615000	0	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17615000	17616000	0	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17616000	17617000	0	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17617000	17618000	0	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17618000	17619000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17619000	17620000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17620000	17621000	14	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17621000	17622000	19	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17622000	17623000	23	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17623000	17624000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17624000	17625000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17625000	17626000	15	NaN	0.8214285714285714	upd_maternal_like	upd_maternal_like	0.0	28.0
17626000	17627000	15	NaN	0.9493417721518987	upd_maternal_like	upd_maternal_like	0.0	79.0
17627000	17628000	16	NaN	0.8333125	upd_maternal_like	upd_maternal_like	0.0	96.0
17628000	17629000	16	NaN	0.872822033898305	upd_maternal_like	upd_maternal_like	0.0	118.0
17629000	17630000	16	NaN	0.8392499999999999	upd_maternal_like	upd_maternal_like	0.0	112.0
17630000	17631000	14	NaN	0.9545454545454546	upd_maternal_like	upd_maternal_like	0.0	110.0
17631000	17632000	16	0.9722222222222222	0.8794255319148936	upd_maternal_like	upd_maternal_like	36.0	141.0
17632000	17633000	16	0.9344953271028036	0.8890000000000001	upd_maternal_like	upd_maternal_like	107.0	144.0
17633000	17634000	18	0.9347536231884057	0.9524285714285713	upd_maternal_like	upd_maternal_like	138.0	63.0
17634000	17635000	15	0.8205042735042735	0.8333333333333334	upd_maternal_like	upd_maternal_like	117.0	120.0
17635000	17636000	14	0.9489285714285713	0.9837479674796749	upd_maternal_like	upd_maternal_like	98.0	123.0
17636000	17637000	15	0.9046666666666666	0.9225422535211268	upd_maternal_like	upd_maternal_like	105.0	142.0
17637000	17638000	16	0.8015634920634921	0.84075	upd_maternal_like	upd_maternal_like	126.0	176.0
17638000	17639000	16	0.8828125	0.8673701657458562	upd_maternal_like	upd_maternal_like	128.0	181.0
17639000	17640000	17	0.95196	0.6814117647058824	upd_maternal_like	upd_maternal_like	125.0	204.0
17640000	17641000	16	0.8046875	0.8470529411764706	upd_maternal_like	upd_maternal_like	128.0	170.0
17641000	17642000	14	0.9464285714285714	0.8033114754098359	upd_maternal_like	upd_maternal_like	112.0	122.0
17642000	17643000	16	0.8333333333333334	0.7204193548387097	upd_maternal_like	upd_maternal_like	120.0	93.0
17643000	17644000	15	0.9305833333333334	0.5333333333333333	upd_maternal_like	upd_maternal_like	72.0	75.0
17644000	17645000	16	0.875	0.825	upd_maternal_like	upd_maternal_like	32.0	80.0
17645000	17646000	16	1.0	0.8125	upd_maternal_like	upd_maternal_like	64.0	80.0
17646000	17647000	16	0.890625	0.5230769230769231	upd_maternal_like	upd_maternal_like	64.0	65.0
17647000	17648000	18	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17648000	17649000	13	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17649000	17650000	18	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17650000	17651000	16	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17651000	17652000	14	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17652000	17653000	15	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17653000	17654000	13	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17654000	17655000	0	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
17655000	17656000	0	NaN	NaN	upd_maternal_like	upd_maternal_like	0.0	0.0
