window_start	window_end	n_CpGs	mean_meth_haplotype1	mean_meth_haplotype2	parental_label_haplotype1	parental_label_haplotype2	n_reads_haplotype1	n_reads_haplotype2
17600000	17601000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17601000	17602000	2	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17602000	17603000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17603000	17604000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17604000	17605000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17605000	17606000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17606000	17607000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17607000	17608000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17608000	17609000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17609000	17610000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17610000	17611000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17611000	17612000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17612000	17613000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17613000	17614000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17614000	17615000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17615000	17616000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17616000	17617000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
17617000	17618000	0	NaN	NaN	pwsdel_retained_maternal_like	pwsdel_hap2_unresolved	0.0	0.0
