window_start	window_end	n_CpGs	mean_meth_haplotype1	mean_meth_haplotype2	parental_label_haplotype1	parental_label_haplotype2	n_reads_haplotype1	n_reads_haplotype2
17600000	17601000	17	0.9731744966442952	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	149.0	0.0
17601000	17602000	19	0.8654551282051284	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	156.0	0.0
17602000	17603000	16	0.6339375	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	112.0	0.0
17603000	17604000	16	0.8749375	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	96.0	0.0
17604000	17605000	16	0.9270624999999999	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	96.0	0.0
17605000	17606000	12	0.8309859154929577	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	71.0	0.0
17606000	17607000	19	0.989010989010989	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	91.0	0.0
17607000	17608000	16	0.9375	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	64.0	0.0
17608000	17609000	16	0.9583333333333334	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	72.0	0.0
17609000	17610000	15	0.8769230769230769	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	65.0	0.0
17610000	17611000	15	0.8571428571428571	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	77.0	0.0
17611000	17612000	17	0.9680851063829787	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	94.0	0.0
17612000	17613000	18	0.7951807228915663	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	83.0	0.0
17613000	17614000	15	1.0	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	80.0	0.0
17614000	17615000	15	0.8712376237623762	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	101.0	0.0
17615000	17616000	18	0.8263888888888888	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	144.0	0.0
17616000	17617000	13	0.7966779661016948	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	118.0	0.0
17617000	17618000	17	0.9117647058823529	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	170.0	0.0
17618000	17619000	16	0.75	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	160.0	0.0
17619000	17620000	17	0.8647058823529412	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	170.0	0.0
17620000	17621000	14	0.9668543046357616	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	151.0	0.0
17621000	17622000	14	0.7571428571428571	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	140.0	0.0
17622000	17623000	18	0.9310574712643679	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	174.0	0.0
17623000	17624000	16	0.736125	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	144.0	0.0
17624000	17625000	16	0.7191986301369863	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	146.0	0.0
17625000	17626000	16	0.9551474358974358	NaN	pwsdel_hap1_unresolved	pwsdel_hap2_unresolved	156.0	0.0
